0,sat_10pipe_d,22718,226.587,16339,396.482,23791,456.197,
1,sat_10pipe,45232,196.342,136511,454.307,151725,560.472,
2,sat_10pipe_p,136810,403.12,141776,272.256,172149,543.094,
3,sat_11pipe_d,52325,641.939,31996,664.615,51305,1654.835,
4,sat_11pipe,segfault,123.185,segfault,504.18999999999994,segfault,1350.65,
5,sat_11pipe_p,segfault,123.185,segfault,504.18999999999994,segfault,1350.65,
6,sat_11pipe_kd,31953,333.193,32094,774.648,32807,986.834,
7,sat_11pipe_k,59659,619.473,193129,718.129,208411,1130.426,
8,sat_11pipe_kp,186795,299.051,195353,337.571,288369,532.11,
9,sat_6s10_d,346,3.115,509,6.162,631,7.081,
10,sat_6s10,2148,8.013,3159,9.739,3904,11.161,
11,sat_6s10_p,1930,4.757,3317,7.499,3921,7.949,
12,sat_6s11_d,356,3.822,497,6.649,643,7.976,
13,sat_6s11,2120,8.313,3131,10.701,3926,10.819,
14,sat_6s11_p,1957,4.705,3222,8.258,3961,8.385,
15,sat_6s12_d,340,3.465,495,5.919,628,7.524,
16,sat_6s12,2150,7.232,3300,11.832,3905,13.181,
17,sat_6s12_p,1927,3.72,3185,8.792,3992,7.791,
18,sat_130_d,260,6.983,361,7.992,533,12.536,
19,sat_130,1245,10.745,1972,14.309,3131,18.788,
20,sat_130_p,1331,6.387,2373,10.981,3148,14.395,
21,sat_131_d,240,4.561,363,7.715,512,9.804,
22,sat_131,1256,14.957,2099,12.549,3200,14.972,
23,sat_131_p,1330,8.45,2379,12.801,3223,12.499,
24,sat_133_d,248,3.81,415,9.556,584,9.783,
25,sat_133,1661,14.313,3049,14.791,4082,21.299,
26,sat_133_p,1537,4.391,3134,8.532,3822,10.979,
27,sat_153_d,59,6.308,116,12.631,265,16.62,
28,sat_153,250,9.97,315,13.23,626,22.075,
29,sat_153_p,138,5.525,332,8.646,567,9.479,
30,sat_16_d,339,3.22,501,4.971,685,6.569,
31,sat_16,1673,3.781,3132,7.053,3776,9.692,
32,sat_16_p,1680,3.847,3133,6.192,3859,7.871,
33,sat_184_d,374,3.553,587,4.367,644,7.593,
34,sat_184,2026,4.879,3217,10.248,4227,12.91,
35,sat_184_p,1996,4.395,3310,8.902,4351,7.193,
36,sat_9_d,353,3.591,525,5.686,613,7.624,
37,sat_9,2089,7.204,3254,12.5,4057,13.248,
38,sat_9_p,1866,3.648,3200,9.053,3879,7.298,
39,sat_9dlx_d,4903,60.49,2137,71.795,3163,160.522,
40,sat_9dlx,30809,155.873,66880,239.404,75674,243.142,
41,sat_9dlx_p,53428,64.903,107830,135.209,110472,134.83,
42,sat_bug7,segfault,123.185,segfault,504.18999999999994,segfault,1350.65,
43,sat_bug8_d,110472,134.83,110472,134.83,110472,134.83,
44,sat_bug8,segfault,123.185,segfault,504.18999999999994,segfault,1350.65,
45,sat_bug8_p,segfault,123.185,segfault,504.18999999999994,segfault,1350.65,
46,sat_aaai_d,971,36.64,1234,22.251,1544,36.006,
47,sat_aaai,2377,23.627,3261,33.89,4089,42.127,
48,sat_aaai_p,2313,10.032,3707,10.73,3977,16.23,
49,sat_ACG_10p_d,1407,66.95,1219,123.724,2697,120.13,
50,sat_ACG_10p,3962,103.618,3839,146.206,8167,236.476,
51,sat_ACG_10p_p,4470,55.118,4218,90.509,8543,141.764,
52,sat_ACG_5p0_d,1201,37.961,2219,94.556,4953,106.177,
53,sat_ACG_5p0,3087,159.44,5434,212.305,7411,322.682,
54,sat_ACG_5p0_p,3365,58.72,5116,65.062,8248,112.425,
55,sat_ACG_5p1_d,1077,59.717,1650,79.025,2709,98.729,
56,sat_ACG_5p1,3230,134.622,5565,168.246,8371,228.692,
57,sat_ACG_5p1_p,3396,59.782,5536,63.506,8360,111.631,
58,sat_01_d,240,0.892,442,2.038,570,2.256,
59,sat_01,988,1.394,1733,2.001,2193,2.575,
60,sat_01_p,1062,0.993,1748,0.967,2303,1.338,
61,sat_27_d,104,0.55,163,1.041,187,1.154,
62,sat_27,2383,1.37,3487,2.288,4101,2.651,
63,sat_27_p,2424,1.116,3524,1.583,4169,1.653,
64,sat_enc1_opt1_05_d,6411,43.285,4830,104.655,6462,81.845,
65,sat_enc1_opt1_05,1143,32.83,1676,106.049,1521,68.386,
66,sat_enc1_opt1_05_p,2116,16.357,3132,40.869,4027,62.281,
67,sat_enc1_opt1_10_d,2283,13.571,1665,18.468,2424,24.626,
68,sat_enc1_opt1_10,902,18.0,1351,26.652,1563,24.959,
69,sat_enc1_opt1_10_p,1497,16.804,2760,26.365,3247,23.739,
70,sat_enc1_opt1_15_d,8309,73.334,6910,106.39,8367,142.541,
71,sat_enc1_opt1_15,918,30.494,1567,61.101,1836,87.295,
72,sat_enc1_opt1_15_p,2142,46.235,2940,53.055,3434,68.055,
73,sat_enc1_opt2_4_d,5767,20.075,4039,31.588,4826,31.447,
74,sat_enc1_opt2_4,270,16.137,318,33.524,393,29.179,
75,sat_enc1_opt2_4_p,482,11.364,604,25.429,684,25.2,
76,sat_enc1_opt2_12_d,1883,6.915,1457,12.927,1903,15.305,
77,sat_enc1_opt2_12,307,5.533,441,10.226,493,10.278,
78,sat_enc1_opt2_12_p,673,6.613,889,14.187,1073,11.64,
79,sat_enc1_opt2_16_d,2012,5.997,1465,14.305,2084,14.339,
80,sat_enc1_opt2_16,307,9.093,371,11.776,497,10.672,
81,sat_enc1_opt2_16_p,765,7.029,971,12.044,803,9.636,
82,sat_enc2_opt1_05_d,6324,42.214,5459,63.871,6380,74.913,
83,sat_enc2_opt1_05,871,29.768,1251,68.496,1522,72.683,
84,sat_enc2_opt1_05_p,1440,25.834,2492,43.073,2724,48.915,
85,sat_enc2_opt1_15_d,7482,80.586,4324,108.103,7849,138.296,
86,sat_enc2_opt1_15,913,31.521,1312,75.084,1568,67.141,
87,sat_enc2_opt1_15_p,1488,22.473,2197,45.302,2818,48.28,
88,sat_enc3_opt1_50_d,2700,154.452,3423,882.471,4327,808.141,
89,sat_enc3_opt1_50,1740,413.095,2579,767.353,3943,1142.625,
90,sat_enc3_opt1_50_p,1980,244.489,2092,447.122,3557,607.084,
91,sat_enc3_opt2_21_d,644,250.877,1049,735.601,2014,660.343,
92,sat_enc3_opt2_21,390,607.454,1586,881.902,3313,1144.781,
93,sat_enc3_opt2_21_p,462,241.085,1542,329.022,3271,486.971,
94,sat_enc3_opt2_12_d,406,187.682,572,481.781,1471,377.248,
95,sat_enc3_opt2_12,558,458.978,1528,557.253,3034,850.989,
96,sat_enc3_opt2_12_p,417,153.099,1368,335.562,3617,467.934,
97,sat_enc3_opt2_14_d,411,190.392,715,531.333,1517,359.39,
98,sat_enc3_opt2_14,614,369.386,1676,779.32,3291,797.839,
99,sat_enc3_opt2_14_p,417,126.537,949,297.323,3708,433.642,
100,sat_blocks_d,175908,892.174,130016,889.211,178673,2136.333,
101,sat_blocks,9918,697.504,19836,1079.02,29754,1333.754,
102,sat_blocks_p,9955,503.256,19910,862.62,29865,1020.789,
103,sat_bob-opt_d,73,4.562,117,7.685,131,8.799,
104,sat_bob-opt,454,5.227,657,7.514,1022,8.422,
105,sat_bob-opt_p,285,2.885,706,4.712,995,5.51,
106,sat_bob_d,207,2.621,608,6.004,646,5.176,
107,sat_bob,1705,4.638,2399,9.808,3406,9.942,
108,sat_bob_p,1732,3.519,2469,5.37,3541,5.499,
109,sat_c10_d,712,12.04,1138,16.521,1527,19.787,
110,sat_c10,5215,29.276,9208,67.008,10970,72.937,
111,sat_c10_p,4852,21.383,8832,35.075,11301,39.177,
112,sat_count_d,96,1.823,160,2.067,224,2.687,
113,sat_count,289,1.375,512,2.506,735,2.811,
114,sat_count_p,303,1.168,526,1.624,749,2.006,
115,sat_ctl_d,2285,7.581,2207,8.466,1430,15.376,
116,sat_ctl,0,2.089,0,4.805,1983,5.456,
117,sat_ctl_p,0,2.476,0,5.127,3227,5.466,
118,sat_ctl_5_d,3805,5.359,3655,18.301,4639,17.778,
119,sat_ctl_5,4170,5.174,6769,14.254,9867,14.234,
120,sat_ctl_5_p,4170,4.981,6851,11.253,9976,10.07,
121,sat_dated_11_d,1487,50.811,2097,100.878,2528,115.954,
122,sat_dated_11,4197,45.477,5724,56.214,6851,77.564,
123,sat_dated_11_p,5195,18.228,7761,41.429,9190,36.136,
124,sat_dated_17_d,2426,142.623,3353,236.789,3941,266.648,
125,sat_dated_17,6636,63.739,8806,120.45,10400,117.857,
126,sat_dated_17_p,8256,38.316,11598,116.928,13621,85.888,
127,sat_E02F20_d,1121,3.268,1128,9.523,1123,13.126,
128,sat_E02F20,190,50.836,6568,150.584,8625,146.145,
129,sat_E02F20_p,190,38.666,6932,87.262,9868,89.781,
130,sat_E02F22_d,9868,89.781,9868,89.781,9868,89.781,
131,sat_E02F22,231,409.592,10495,1420.718,13129,1134.913,
132,sat_E02F22_p,231,260.979,11670,695.448,14377,404.581,
133,sat_gss-18_d,89,3.273,152,5.507,220,5.65,
134,sat_gss-18,816,2.566,1297,5.357,1681,5.544,
135,sat_gss-18_p,840,1.819,1334,3.194,1771,4.368,
136,sat_gss-19_d,91,3.015,157,5.765,225,6.953,
137,sat_gss-19,940,2.569,1466,5.135,1839,5.476,
138,sat_gss-19_p,928,1.923,1437,3.863,1835,4.349,
139,sat_gss-20_d,94,3.112,160,5.267,226,6.458,
140,sat_gss-20,954,2.879,1486,4.568,1839,6.06,
141,sat_gss-20_p,968,1.947,1539,3.663,1825,4.611,
142,sat_gss-22_d,95,2.98,159,5.906,225,5.871,
143,sat_gss-22,1010,2.854,1536,4.9,1859,6.056,
144,sat_gss-22_p,1023,1.709,1531,3.197,1902,4.081,
145,sat_k45_d,101,9.805,202,23.335,303,26.924,
146,sat_k45,302,21.533,604,34.503,906,39.772,
147,sat_k45_p,302,19.881,604,23.453,906,20.127,
148,sat_itox_d,88,6.468,208,17.345,216,18.916,
149,sat_itox,28,20.716,1044,29.277,1941,41.634,
150,sat_itox_p,28,7.316,1119,10.307,1767,13.786,
151,sat_k2fix_d,4770,12.067,4531,47.469,5148,44.887,
152,sat_k2fix,0,6.52,0,10.146,0,12.523,
153,sat_k2fix_p,1297,6.43,1256,8.672,2426,11.753,
154,sat_manol_c10_i_d,1144,34.142,1474,46.992,1710,49.893,
155,sat_manol_c10_i,5755,64.823,8432,165.452,13695,157.42,
156,sat_manol_c10_i_p,5802,31.304,9616,75.87,12427,77.618,
157,sat_manol_c10_d,1325,45.333,1785,69.819,2903,83.753,
158,sat_manol_c10,7106,166.2,12177,288.833,17731,348.765,
159,sat_manol_c10_p,9666,127.858,11268,133.114,17624,154.09,
160,sat_manol_c8_d,1213,29.434,1481,45.526,2042,54.336,
161,sat_manol_c8,5358,125.932,9485,177.624,13347,186.541,
162,sat_manol_c8_p,6535,46.097,8531,83.946,14079,104.3,
163,sat_manol_g10_i_d,987,26.526,1376,55.315,2442,49.524,
164,sat_manol_g10_i,5803,120.887,8701,143.957,11244,194.093,
165,sat_manol_g10_i_p,5958,40.586,8767,75.389,11822,68.068,
166,sat_MD5-28-1_d,448,1.401,650,2.989,827,3.528,
167,sat_MD5-28-1,3483,2.736,5106,4.427,6377,5.531,
168,sat_MD5-28-1_p,3489,1.198,5055,2.084,6469,1.985,
169,sat_MD5-28-2_d,453,1.53,650,4.963,774,3.542,
170,sat_MD5-28-2,3483,2.956,5108,5.341,6447,6.209,
171,sat_MD5-28-2_p,3483,1.222,5026,1.99,6490,1.967,
172,sat_MD5-28-4_d,453,1.123,641,2.983,783,3.346,
173,sat_MD5-28-4,3483,2.765,5080,4.807,6478,6.246,
174,sat_MD5-28-4_p,3483,1.009,5059,1.887,6586,1.928,
175,sat_MD5-29-4_d,496,2.333,743,3.974,817,3.663,
176,sat_MD5-29-4,3855,3.171,5318,4.746,6532,6.047,
177,sat_MD5-29-4_p,3733,1.552,5809,2.055,6990,2.863,
178,sat_MD5-30-4_d,482,1.982,731,4.339,871,4.067,
179,sat_MD5-30-4,4089,3.491,5830,6.317,7021,5.748,
180,sat_MD5-30-4_p,4133,2.007,5827,2.088,7438,2.722,
181,sat_MD5-30-5_d,520,2.14,728,4.796,868,3.986,
182,sat_MD5-30-5,4119,3.588,5910,6.027,7303,6.914,
183,sat_MD5-30-5_p,4088,1.203,5995,2.301,7478,2.765,
184,sat_min_d,1006,46.01,1360,56.1,1499,76.942,
185,sat_min,2170,46.443,8680,81.094,20583,129.623,
186,sat_min_p,2174,29.393,8801,75.278,20253,87.668,
187,sat_p30_d,181,103.073,362,196.831,543,167.54,
188,sat_p30,3226,75.93,6450,115.828,9674,169.028,
189,sat_p30_p,4271,68.274,8542,115.059,12813,137.957,
190,sat_p30_NOT_d,181,26.351,362,34.835,543,43.95,
191,sat_p30_NOT,3226,20.578,6452,35.606,9676,39.097,
192,sat_p30_NOT_p,4271,15.541,8542,27.474,12813,28.993,
193,sat_non_p30_d,181,100.374,362,181.061,543,218.852,
194,sat_non_p30,3225,79.675,6452,138.955,9675,158.45,
195,sat_non_p30_p,4271,74.232,8542,117.287,12813,143.069,
196,sat_post_d,3072,62.594,2740,101.562,3072,138.355,
197,sat_post,1303,95.108,1651,105.808,2139,208.591,
198,sat_post_p,1547,38.356,1802,120.372,1515,113.36,
199,sat_post-ee_d,3048,72.41,2672,95.916,3072,129.952,
200,sat_post-ee,1028,50.388,1314,96.112,1295,130.747,
201,sat_post-ee_p,2707,37.506,1508,64.032,3351,112.035,
202,sat_L100_d,2062,35.701,2317,82.99,2502,86.568,
203,sat_L100,60488,152.944,127384,597.296,157496,420.523,
204,sat_L100_p,60494,117.552,144919,303.455,195456,284.182,
205,sat_L150_d,3372,53.719,2313,110.069,3519,130.658,
206,sat_L150,94463,257.129,257309,1138.62,242474,604.892,
207,sat_L150_p,94469,278.793,315035,1149.764,292162,775.245,
208,sat_L200_d,292162,775.245,292162,775.245,292162,775.245,
209,sat_L200,130938,525.752,430323,1512.706,
210,sat_L200_p,176279,468.144,418381,2915.573,297240,832.616,
211,sat_L80_d,1695,26.733,1903,57.13,1945,56.559,
212,sat_L80,47598,101.44,101371,432.796,111366,285.562,
213,sat_L80_p,47608,96.209,171826,314.179,154075,253.94,
214,sat_k100_1d,680,266.431,1266,822.331,1981,694.122,
215,sat_k100_1,1165,742.489,2338,1286.609,3499,1444.31,
216,sat_k100_1p,1173,343.874,2350,1268.739,3537,1121.685,
217,sat_k100_2d,665,348.359,1422,512.109,2019,650.083,
218,sat_k100_2,1168,709.828,2328,966.447,3496,1444.082,
219,sat_k100_2p,1167,375.414,2340,872.617,3562,875.498,
220,sat_k70_d,701,189.295,1304,535.544,1921,528.758,
221,sat_k70,1164,464.402,2328,725.464,3498,1064.217,
222,sat_k70_p,1176,371.84,2404,741.563,3571,624.821,
223,sat_k75_d,631,281.154,1245,403.209,1938,483.001,
224,sat_k75,1164,587.178,2335,1048.522,3500,1107.825,
225,sat_k75_p,1171,298.012,2341,640.424,3888,744.109,
226,sat_k80_d,622,227.961,1336,518.517,1944,513.333,
227,sat_k80,1164,734.461,2331,1123.853,3496,1145.571,
228,sat_k80_p,1170,567.723,2707,638.372,3563,750.999,
229,sat_k85_2d,631,207.514,1266,502.642,2056,540.49,
230,sat_k85_2,1167,774.107,2328,889.791,3492,1163.628,
231,sat_k85_2p,1173,448.47,2353,662.667,3607,1157.542,
232,sat_k85_3d,627,229.146,1264,596.089,1891,561.321,
233,sat_k85_3,1171,825.807,2332,1023.67,3499,1186.527,
